DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta
19.25,18.02,3.85,3.82,21.58,35.62,13.42,22.58,9.06,2.32E+11,2.32E+11,11.37,1.42,3.06,7.61,3.06,56190000000,7.61,16410000000,1.94,18.5,17.7,73790000000,8.84,14760000000,2.93,9.19,30610000000,1.18
25.48,24.52,0.81,1.44,3.28,5.39,2.54,2.6,57.85,9380000000,9380000000,18.28,1.54,0.49,5.82,0.49,6900000000,5.82,254000000,1.87,106.3,18.3,8860000000,26.32,2800000000,1.97,32.37,9380000000,1.66
31.57,10.65,1.63,1.97,15.34,13.25,3.34,6.9,24.13,8810000000,8810000000,13.83,1.57,1.08,6.16,1.08,6900000000,6.16,582000000,3.64,115.4,6.1,6630000000,19.31,2150000000,2.49,19.64,8810000000,1.62
34.8,12.52,1.82,2.49,15.18,13.7,3.51,9.03,24.76,10960000000,10960000000,16.02,2.61,1.31,7.3,1.31,6900000000,7.3,748000000,3.7,16.4,10.3,6250000000,19.2,2140000000,2.33,18.73,1520000000,1.32
37.23,19.58,1.7,3.46,9.83,14.72,5.28,10.25,25.44,11880000000,11880000000,13.76,1.01,1.43,7.65,1.43,4150000000,7.65,539000000,2.45,68.4,6.7,3770000000,12.9,1530000000,2.06,13.99,523000000,1.01
56.63,20.85,1.94,5.17,10.13,14.83,6.06,20.5,29.78,15290000000,15290000000,14.42,1.23,1.76,10.21,1.76,4350000000,10.21,878000000,2.96,82.6,6.1,3600000000,13.06,1860000000,2.22,11.83,1070000000,0.92
56.63,18.93,1.78,4.74,10.13,14.83,6.06,20.5,29.78,15290000000,15290000000,13.09,1.25,1.76,10.21,1.76,4350000000,10.21,878000000,2.96,82.6,6.1,3600000000,13.06,1860000000,2.22,11.83,1070000000,0.92
15.67,8.7,0.63,0.67,7.05,12.82,5.06,7.01,9.3,4700000000,4700000000,9.17,1.67,0.51,1.42,0.51,2710000000,1.42,644000000,0.63,92,6.5,2400000000,2.39,1570000000,2.34,8.55,4700000000,1.04
0.472,20.2,1.15,3.17,5.8,8.68,7.85,18.63,69.658,7500000000,7660000000,13.56,1.28,1.18,8.22,1.18,915440000,8.22,376230000,4.036,163.8,34.2,947010000,10.29,1110000000,1.818,25.548,868300000,0.501
0.438,16.48,0.94,2.9,5.78,9.52,8.71,20.2,82.55,7230000000,7360000000,12.86,1.23,0.95,6.75,0.95,915440000,6.75,445300000,4.769,163.8,34.2,955130000,10.38,1090000000,1.738,27.063999,979630000,0.5
13.42,10.23,0.38,1.14,3.34,6.21,7.65,11.61,148.9,10150000000,10150000000,6.78,0.92,0.35,3.31,0.35,5200000000,3.31,957420000,4.93,14.4,54.2,801250000,4.14,1180000000,1.26,44.11,10150000000,1.13
27.44,11.47,0.42,1.3,3.68,5.6,6.06,9.76,146.59,13450000000,13450000000,9.36,1.56,0.48,3.91,0.48,4040000000,3.91,890580000,5.37,24.3,4.4,1330000000,6.98,2510000000,1.25,47.85,2990000000,1.69
0.012,20.27,4.69,4.12,23.92,35.72,18.8,22.28,5.036,6550000000,5870000000,17.96,1.29,4.21,10.84,4.21,623940000,10.84,333600000,1.205,601,30.4,700420000,2.61,19710000,5.39,5.93,268120000,0.248
6.042,12.75,2.99,2.38,24.08,35.77,17.95,20.83,5.006,4130000000,3320000000,11.82,0.73,2.4,6.71,2.4,762470000,6.71,332780000,1.205,22.9,8.3,812990000,3.03,6.042,6.042,6.469,225580000,0.331
0.011,17.63,3.71,2.76,21.83,32.63,15.16,17.47,4.829,4990000000,4210000000,16.57,1.44,3.17,8.8,3.17,762470000,8.8,290160000,1.053,22.9,8.3,799470000,2.97,18760000,8.451,6.63,309410000,0.338
0.011,16.18,3.48,2.6,21.83,32.63,15.16,17.47,4.829,4590000000,3800000000,15.78,1.29,2.86,7.94,2.86,762470000,7.94,290160000,1.053,22.9,8.3,799470000,2.97,18760000,8.451,6.63,309410000,0.27
0.01,20.59,3.82,2.67,18.92,28.12,12.26,13.99,4.631,4850000000,4040000000,21.43,1.6,3.18,10.03,3.18,762470000,10.03,240310000,0.87,22.9,8.3,835270000,3.1,18750000,8.489,6.741,238820000,0.289
0.01,18.88,3.5,2.45,18.92,28.12,12.26,13.99,4.631,4440000000,3630000000,19.88,1.5,2.86,9.03,2.86,762470000,9.03,240310000,0.87,22.9,8.3,835270000,3.1,18750000,8.489,6.741,238820000,0.162
146.09,19.35,1.31,1.97,7.12,16.75,5.39,12.13,14.98,12740000000,12740000000,7.58,0.78,2.19,8.87,2.19,2220000000,8.87,361640000,0.91,69.8,15,466140000,1.09,5670000000,1.49,9.08,12740000000,0.74
171.07,18.64,1.65,3.35,9.43,19.7,7.11,18.74,16.37,16540000000,16540000000,8.83,1.08,2.43,8.77,2.43,2910000000,8.77,640850000,1.52,25.1,11.2,409540000,1.03,5740000000,1.78,8.45,949020000,1.21
0.661,15.72,2.8,2.6,18.31,29.8,7.65,19.12,21.181,3550000000,4270000000,10.66,1.46,3.45,5.81,3.45,591690000,5.81,226720000,3.843,341.8,30,160100000,2.72,880190000,1.19,22.688999,662800000,0.803
34.66,21.47,5.02,2.15,23.63,32.27,4.7,10.56,16.52,15960000000,15960000000,18.67,2.93,5.54,7.7,5.54,1790000000,7.7,681000000,3.87,116.8,21,1150000000,6.56,2340000000,1.41,38.48,15960000000,0.83
48.12,20.75,5.17,2.48,25.1,27.19,3.99,11.82,22.87,23340000000,23340000000,13.86,1.76,5.72,8.79,5.72,3360000000,8.79,948000000,5.69,0.8,4.4,1300000000,7.29,4100000000,1.03,47.56,2900000000,1.48
0.754,29.95,3.1,2.54,10.73,10.81,4.21,9.33,13.718,6710000000,7940000000,17.97,1.13,3.65,14.04,3.65,645890000,14.04,233220000,1.506,58.2,26.6,787620000,5.29,1990000000,4.313,17.787001,530590000,1.014
0.685,26.87,3.35,2.75,12.36,13.72,5.34,11.04,14.925,7710000000,8840000000,18.83,0.71,3.61,12.91,3.61,645890000,12.91,302460000,1.92,58.2,26.6,823050000,5.5,2010000000,1.318,18.59,545670000,1.016
0.685,31.33,3.71,3.09,12.36,13.72,5.34,11.04,14.925,9050000000,10180000000,16.21,0.49,4.16,14.86,4.16,875500000,14.86,302460000,1.92,57.3,27.3,900550000,5.99,2010000000,1.318,19.547001,563200000,1.062
80.37,55.4,1.62,1.38,2.94,10.09,2.61,2.72,16.34,11290000000,11290000000,10.59,1.04,2.42,7.48,2.42,1750000000,7.48,146400000,0.47,106,55,730310000,2.54,4460000000,1.22,19.02,11290000000,1.88
74.34,18.55,1.04,0.94,5.59,10.12,2.86,3.12,17.91,8910000000,8910000000,7.16,0.57,1.74,5.56,1.74,1750000000,5.56,170410000,0.98,341.2,51.2,673040000,2.34,4270000000,2.49,19.67,8910000000,1.92
101.8,10.6,1.33,0.9,13.09,23.23,4.18,8.68,18.67,8970000000,8970000000,8.99,0.79,2.65,10.02,2.65,1420000000,10.02,443000000,2.4,8.9,25,625000000,3.53,5090000000,1.14,28.15,8970000000,1.05
37.93,13.8,1.5,0.9,11.29,24.98,4.19,6.85,18.54,6020000000,6020000000,9.48,1.08,1.93,6.82,1.93,1570000000,6.82,352000000,2.04,6.2,9.9,586000000,3.54,1980000000,1.61,31.45,594000000,1.14
37.79,16.82,1.64,0.96,10.1,25.3,5.31,5.92,18.38,6350000000,6350000000,10.07,0.9,2.08,7.23,2.08,1570000000,7.23,309000000,1.81,50.6,7.5,668000000,4.03,1970000000,1.44,31.38,635000000,1.13
0.25,38.68,5.73,2.54,14.7,19.45,4.61,6.71,7.442,5670000000,6030000000,21.7,3.09,6.07,17.04,6.07,392430000,17.04,145900000,1.094,20.6,0.1,220420000,1.65,559530000,2.057,16.705,374820000,0.978
0.227,52.14,6.52,2.84,12.3,16.94,3.87,5.57,7.513,6530000000,6870000000,21.53,2.9,6.85,20.54,6.85,392430000,20.54,123520000,0.925,20.6,0.1,190240000,1.41,523180000,1.957,17.007999,351840000,0.995
0.215,50.79,7.01,3.11,13.7,17.56,4.53,6.44,7.947,7490000000,7810000000,16.4,0.88,7.33,21.98,7.33,416440000,21.98,146090000,1.09,12.2,8,191580000,1.41,511650000,1.986,17.74,332220000,0.906
0.19,42.98,6.46,2.94,14.44,18.25,5.02,7.02,8.388,7050000000,7580000000,14.02,0.82,6.7,19.42,6.7,416440000,19.42,163360000,1.21,12.2,8,196390000,1.45,469620000,2.357,18.308001,332220000,0.869
143.99,11.65,1.51,1.6,12.78,21.17,3.99,14.27,37.09,43530000000,43530000000,11.72,2.19,2.84,8.16,2.84,5590000000,8.16,1960000000,4.74,24.4,6.6,302000000,0.72,20820000000,0.76,34.68,43530000000,0.58
144.98,12.52,1.52,1.55,12.05,19.61,3.52,12.89,36.67,44410000000,44410000000,11.62,2.09,2.92,8.88,2.92,6200000000,8.88,1830000000,4.4,39.1,10.3,298000000,0.71,21610000000,0.75,35.29,44410000000,0.58
172.35,19.54,2.39,2.09,12.16,22.64,3.26,9.76,33.81,62370000000,62370000000,15.04,2.65,4.4,12.27,4.4,5980000000,12.27,1530000000,4.09,41,2.7,215000000,0.51,27920000000,0.46,38.21,4240000000,0.38
0.234,43.02,5.03,2.6,15.95,22.72,5.44,6.43,8.932,19380000000,19460000000,32.62,3.61,5.02,12.71,5.02,1510000000,12.71,438880000,1.016,200.9,17.1,1680000000,3.78,1760000000,2.685,16.907,930960000,0.142
0.221,48.34,5.18,2.81,16.85,22.31,5.98,6.3,9.403,22040000000,22180000000,34.01,4.14,5.33,13.91,5.33,1400000000,13.91,453170000,1.027,200.9,17.1,1550000000,3.49,1690000000,2.431,17.273001,1110000000,0.004
0.221,40.56,4.43,2.4,16.85,22.31,5.98,6.3,9.403,18490000000,18560000000,27.96,7.42,4.46,11.64,4.46,1400000000,11.64,453170000,1.027,200.9,17.1,1550000000,3.49,1690000000,2.431,17.273001,1110000000,0.05
26.65,11.87,2.7,1.87,23,43.71,10.78,20.46,19.82,26150000000,26150000000,11.62,3.43,2.68,4.92,2.68,6060000000,4.92,2270000000,4.47,5.9,9.9,4660000000,9.45,4430000000,2.25,28.54,26150000000,0.42
25.37,13.67,2.95,2.15,21.75,41.84,9.91,19.57,20.55,31700000000,31700000000,10.02,0.85,3.13,5.95,3.13,6060000000,5.95,2370000000,4.39,8.2,5.7,2230000000,4.51,4240000000,1.42,28.01,3510000000,0.11
38.28,72.39,2.29,1.85,3.23,39.75,9.41,6.8,21.39,27540000000,27540000000,9.19,0.15,2.6,5.22,2.6,6470000000,5.22,549000000,0.67,4.7,8.8,2790000000,5.63,6150000000,2.37,26.39,3200000000,0.11
38.33,119.61,2.67,2.15,2.25,37.66,8.56,4.99,21.05,31910000000,31910000000,10.9,0.12,3.06,6.39,3.06,6470000000,6.39,305000000,0.46,27.9,6.5,2030000000,4.09,6130000000,2.23,26.02,3140000000,0.11
37.31,9.32,1.63,1.1,17.45,29.72,5.95,11.31,18.86,20170000000,20170000000,9.12,0.5,2.15,5.15,2.15,5630000000,5.15,1640000000,3.29,35.7,18.9,1450000000,2.92,6390000000,2.12,27.94,2200000000,0.22
123.29,64.7,4.46,46.71,7.19,12.85,25.59,68.21,38.12,8730000000,8730000000,45.36,2.11,4.34,29.33,4.34,591000000,29.33,144670000,2.65,26,30.7,256810000,4.91,236690000,1.58,3.67,8730000000,0.53
70.41,54.38,4.61,36.69,8.04,13.75,20.16,83.62,50.61,12110000000,12110000000,31.15,1.62,4.56,30.04,4.56,805270000,30.04,213510000,3.94,56.7,51.7,376410000,7.17,235180000,1.33,6.36,12110000000,0.4
60.42,17.74,1.4,10.55,8.14,13.42,17.97,82.02,55.61,3970000000,3970000000,70.32,0.82,1.36,9.14,1.36,805270000,9.14,238000000,4.4,64.5,48.6,365770000,6.97,234660000,1.23,7.4,3970000000,0.13
60.42,16.79,1.4,10.55,8.14,13.42,17.97,82.02,55.61,3970000000,3970000000,66.54,0.82,1.36,9.14,1.36,805270000,9.14,238000000,4.4,64.5,48.6,365770000,6.97,234660000,1.23,7.4,3970000000,0.13
67.54,27.4,1.99,9.91,7.06,12.02,11.88,48.47,60.64,5950000000,5950000000,45.23,25.37,1.86,13.88,1.86,1160000000,13.88,226130000,4.16,25.2,46.9,797810000,14.4,434120000,1.5,11.6,317710000,0.36
58.12,32.47,0.92,4.6,2.87,5.26,4.5,19.42,63.67,2750000000,2750000000,61.98,388.7,0.8,12.07,0.8,1160000000,12.07,99260000,1.76,91,12.8,813340000,14.65,400000000,1.43,12.39,153800000,0.84
55.8,127.96,1.53,7.57,1.26,2.86,2.19,8.05,64.32,5110000000,5110000000,247.92,116.51,1.44,34.87,1.44,1160000000,34.87,44470000,0.78,87.7,10.1,798350000,14.37,400000000,1.39,12.91,104420000,0.68
57.99,738.06,2.71,13.02,0.48,1.39,0.89,2.47,65.01,8830000000,8830000000,75.61,6.83,2.45,92.51,2.45,983420000,92.51,17150000,0.29,77.6,8,748080000,13.36,431800000,1.34,13.4,22760000,1.16
45.22,311.83,3.74,13.34,1.21,3.16,1.96,5.32,70.02,13930000000,13930000000,75.88,7.47,3.53,81.02,3.53,983420000,81.02,47730000,0.8,378.1,20.3,1080000000,18.33,500000000,1.54,18.76,5940000,1.75
154.5,26.26,1.33,1.41,5.25,16.56,2.8,5.71,19.18,15080000000,15080000000,16.62,2.03,2.8,10.66,2.8,3460000000,10.66,288200000,0.98,7.7,25.2,38500000,0.14,7850000000,0.53,17.9,928100000,0.5
4.49,49.11,1.03,28.88,2.19,3.19,7.8,32.9,32.19,362940000,362940000,32.92,2.21,0.88,25.07,0.88,75060000,25.07,9070000,0.7,440.3,16.9,40520000,3.27,4.49,0.97,1.2,21310000,1.17
0.19,21.44,1.56,4.19,7.72,11.53,13.15,22.07,45.478,19880000000,19830000000,16.59,1.38,1.62,11.6,1.62,4380000000,11.6,945600000,3.512,28.5,8.1,914700000,3.46,865700000,2.674,17.285,1460000000,0.711
0.159,22.75,1.75,4.47,7.91,12.16,13.33,22.03,47.318,22330000000,21920000000,17.95,1.46,1.71,11.68,1.71,5250000000,11.68,1010000000,3.741,99.5,14.5,1300000000,4.94,796300000,2.946,19.132,1530000000,0.77
0.159,23.13,1.79,4.55,7.91,12.16,13.33,22.03,47.318,22710000000,22350000000,18.26,1.44,1.75,11.9,1.75,5250000000,11.9,1010000000,3.741,99.5,14.5,1300000000,4.94,796300000,2.946,19.132,1530000000,0.803
0.159,21.43,1.75,4.29,8.35,12.85,13.85,22.72,48.397,22870000000,22060000000,17.57,1.35,1.68,11.08,1.68,5250000000,11.08,1090000000,4.04,99.5,14.5,1660000000,6.28,849900000,3.021,20.231001,1500000000,0.802
6.74,20.63,2.03,4.25,10.22,13.49,11.96,21.77,43.87,38530000000,38530000000,16.18,1.45,1.85,12.14,1.85,9510000000,12.14,2130000000,4.39,13.8,13.6,4540000000,9.56,663000000,2.85,21.03,38530000000,0.91
5.23,20.37,2.01,4.42,10.19,13.43,12.67,22.69,46.13,40580000000,40580000000,16.4,1.66,1.86,12.18,1.86,9510000000,12.18,2220000000,4.61,15.4,17.5,3700000000,7.98,518000000,2.94,21.35,40580000000,1.05
5.23,20.84,2.02,4.44,10.19,13.43,12.67,22.69,46.13,40780000000,40780000000,16.51,1.75,1.87,12.24,1.87,9510000000,12.24,2220000000,4.61,15.4,17.5,3700000000,7.98,518000000,2.94,21.35,1690000000,1.05
3.63,22,2.04,4.7,9.68,12.98,12.99,22.59,50.62,45500000000,45500000000,18.21,1.64,1.94,13.15,1.94,9510000000,13.15,2270000000,4.79,7.1,15.1,3200000000,6.98,369000000,3.21,22.2,1770000000,0.99
3.62,19.9,1.67,4.1,8.68,11.81,12.2,21.51,54.09,38310000000,38310000000,15.35,2.18,1.55,11.47,1.55,10470000000,11.47,2140000000,4.6,12.1,9.7,3270000000,7.25,364000000,2.95,22.3,2350000000,0.79
3.62,20.14,1.66,4.07,8.68,11.81,12.2,21.51,54.09,38810000000,38810000000,15.54,2.17,1.57,11.62,1.57,10470000000,11.62,2140000000,4.6,12.1,9.7,3270000000,7.25,364000000,2.95,22.3,2350000000,0.79
3.28,23.91,1.91,4.78,8.2,11.82,12.49,22.04,27.65,44710000000,44710000000,17.66,1.95,1.78,13.16,1.78,10470000000,13.16,2190000000,2.22,18.1,7.4,3520000000,3.94,328000000,3.01,11.18,2550000000,0.79
3.01,23.75,2.1,5.04,9.22,11.95,12.6,21.89,28.4,50720000000,50720000000,19.91,2.03,1.98,14.45,1.98,10470000000,14.45,2280000000,2.57,54.6,9.4,4040000000,4.52,321000000,3.37,11.94,2640000000,0.77
3.01,25.19,2.26,5.43,9.22,11.95,12.6,21.89,28.4,54150000000,54150000000,21.11,2.14,2.11,15.43,2.11,10470000000,15.43,2280000000,2.57,54.6,9.4,4040000000,4.52,321000000,3.37,11.94,2640000000,0.78
12.44,24.16,2.29,5.22,9.82,12.86,12.31,22.88,28.21,51940000000,51940000000,18.94,1.88,2.05,14.02,2.05,11030000000,14.02,2460000000,2.71,21.7,7.4,5960000000,6.7,1390000000,3.47,12.48,3030000000,0.61
0.364,22.94,0.68,1.14,3.08,5.87,2.28,5.37,142.285,17940000000,23480000000,14.73,1.7,0.9,11.78,0.9,3880000000,11.78,796000000,4.322,1253.1,52.3,342000000,1.89,5880000000,0.903,87.156998,798000000,0.214
0.352,19.15,0.7,1.26,3.6,6.54,3.15,6.58,79.857,19560000000,25190000000,15.56,1.91,0.87,10.55,0.87,3880000000,10.55,1050000000,2.877,1253.1,52.3,850000000,2.39,5770000000,0.948,45.183998,2380000000,0.152
31.9,9.49,0.54,1.44,5.96,8.31,5.97,15.9,116.28,20560000000,20560000000,9.4,0.91,0.59,5.64,0.59,5620000000,5.64,2040000000,6.84,1.4,4.4,2590000000,8.87,4210000000,1.16,45.15,20560000000,1.16
35.62,9.16,0.52,1.32,5.91,8.83,6.22,15.53,117.07,18970000000,18970000000,8.8,0.97,0.55,4.98,0.55,6150000000,4.98,2040000000,6.82,9,3.6,3770000000,12.94,4830000000,1.18,46.6,18970000000,1.18
33.26,7.89,0.42,1.2,5.82,10.16,7.68,15.72,117.16,14870000000,14870000000,7.72,0.96,0.45,3.6,0.45,6150000000,3.6,1980000000,6.72,4.6,6.5,2950000000,11.28,3980000000,1.34,45.01,14870000000,1.12
33.26,8.62,0.45,1.29,5.82,10.16,7.68,15.72,117.16,16160000000,16160000000,8.48,1.05,0.48,3.92,0.48,6150000000,3.92,1980000000,6.72,4.6,6.5,2950000000,11.28,3980000000,1.34,45.01,2180000000,1.09
41.63,10.32,0.75,2,7.81,12.31,7.59,19.6,102.79,20090000000,20090000000,10.76,4.3,0.8,5.59,0.8,5580000000,5.59,1960000000,7.88,3.4,1.5,3180000000,13.54,3940000000,1.41,40.28,2750000000,1.05
5.59,19.27,2.67,2.06,13.71,20.13,6.86,11.03,29.15,29850000000,29850000000,14.98,1.5,2.46,10.1,2.46,3830000000,10.1,1670000000,3.98,11.7,1.2,3330000000,7.92,887000000,2.32,37.39,29850000000,1.45
4.36,20.41,2.79,2.1,13.46,19.72,6.78,10.61,29.37,31590000000,31590000000,15.16,1.56,2.58,10.77,2.58,3830000000,10.77,1650000000,3.93,3.6,3.8,3060000000,7.23,715000000,2.6,38.51,31590000000,1.55
3.04,16.01,2.1,1.6,13.49,19.76,6.98,10.87,30.65,24050000000,24050000000,11.57,0.92,1.87,7.84,1.87,3830000000,7.84,1730000000,4.12,20,19.4,3440000000,8.12,513000000,2.64,39.67,24050000000,1.58
2.97,16.15,2.27,1.8,13.71,20.32,7.37,11.33,32.31,27480000000,27480000000,12.07,0.98,2.03,8.33,2.03,3830000000,8.33,1860000000,4.4,31.7,24.2,3870000000,9.13,512000000,2.54,40.43,27480000000,1.47
2.97,14.93,2.05,1.63,13.71,19.99,7.25,11.33,32.31,24500000000,24500000000,11.16,0.91,1.81,7.53,1.81,3830000000,7.53,1860000000,4.4,31.7,24.2,3870000000,9.13,512000000,2.54,40.43,24500000000,1.47
2.97,17,2.37,1.87,13.71,19.99,7.25,11.33,32.31,28350000000,28350000000,12.68,0.91,2.09,8.71,2.09,3830000000,8.71,1860000000,4.4,31.7,24.2,3870000000,9.13,512000000,2.54,40.43,2330000000,1.49
7.65,14.11,1.97,1.78,13.6,19.82,8.18,12.88,40.23,33110000000,33110000000,11.08,0.83,1.94,8.35,1.94,4500000000,8.35,2320000000,5.44,25.8,34.8,1920000000,4.5,1450000000,2.01,44.14,939000000,2.09
7.77,12.96,1.64,1.56,12.88,18.81,8.23,12.94,43.8,30410000000,30410000000,11.02,0.68,1.63,7.4,1.63,4500000000,7.4,2400000000,5.63,15,42.2,1700000000,3.99,1530000000,2.41,45.85,442000000,2.1
21.03,12.12,1.38,1.42,11.34,16.3,7.17,12.14,49.43,31060000000,31060000000,10.34,0.85,1.48,7.6,1.48,5340000000,7.6,2390000000,5.58,17.2,23.3,2440000000,5.71,4350000000,2.7,48.1,1190000000,2.25
0.979,20.95,1.54,1.43,7.33,17.86,2.36,7.01,16.839,10140000000,17000000000,13.12,1.39,2.58,10.03,2.58,3630000000,10.03,484000000,1.234,16.3,3.2,107000000,0.27,6970000000,0.784,18.165001,1180000000,0.479
0.991,19.18,1.93,1.77,10.1,20.8,3.32,9.86,17.811,13600000000,20690000000,14.25,1.08,2.94,10.33,2.94,3630000000,10.33,711000000,1.791,16.3,3.2,530000000,1.34,7620000000,0.851,19.414,1460000000,0.554
0.952,16.49,2.1,1.92,12.62,23.28,4.15,12.43,18.3,15220000000,22150000000,13.29,1.02,3.03,9.63,3.03,2520000000,9.63,923000000,2.31,72.5,13,669000000,1.67,7600000000,0.894,19.952999,1660000000,0.533
0.952,15.92,2.03,1.86,12.62,23.28,4.15,12.43,18.3,14690000000,21800000000,12.83,0.99,2.98,9.48,2.98,2520000000,9.48,923000000,2.31,72.5,13,669000000,1.67,7600000000,0.894,19.952999,1660000000,0.548
63.67,17.25,2.58,2.41,15.8,27.59,6.16,14.78,27.27,32030000000,32030000000,13.05,1.09,3.24,8.99,3.24,6200000000,8.99,1560000000,4.23,26.5,17.1,488000000,1.38,6750000000,1.17,30.01,32030000000,1.09
63.67,17.82,2.75,2.57,15.8,27.59,6.16,14.78,27.27,33460000000,33460000000,13.31,1.15,3.38,9.39,3.38,6200000000,9.39,1560000000,4.23,26.5,17.1,488000000,1.38,6750000000,1.17,30.01,33460000000,1.08
67.97,14.21,2.26,2.37,17.07,28.47,6.8,17.47,30.55,30870000000,30870000000,12.17,0.91,2.87,7.88,2.87,6200000000,7.88,1830000000,5.12,24.5,17.6,394000000,1.17,6970000000,0.94,30.51,3350000000,1.29
77.42,12.65,2.04,2.3,17.15,28.68,7.06,18.62,32.34,30120000000,30120000000,10.39,0.71,2.7,7.4,2.7,7050000000,7.4,1910000000,5.45,19.4,16.9,301000000,0.91,7670000000,1.03,30,3230000000,1.19
90.32,13.99,2.14,2.42,15.84,28.21,6.61,17.78,34.41,31660000000,31660000000,11.78,1.3,2.87,7.84,2.87,7000000000,7.84,1740000000,5.37,14,4,668000000,2.12,8820000000,1.08,31.08,3060000000,1.14
83.93,13.62,2.17,2.36,16.28,27.85,6.38,17.96,34.62,31690000000,31690000000,11.81,1.31,2.88,7.96,2.88,7000000000,7.96,1780000000,5.55,9.8,1.8,687000000,2.18,8480000000,1.22,32.09,2750000000,1.14
84.51,13.64,2.12,2.27,15.85,27.13,6.19,17.33,34.63,31100000000,31100000000,11.82,1.13,2.85,8.01,2.85,7000000000,8.01,1720000000,5.41,11.3,2.5,587000000,1.88,8610000000,1.15,32.66,2910000000,1.21
0.004,55.85,6.84,6.24,13.07,13.44,10.11,13.49,2.982,7570000000,6580000000,40.33,1.66,6.12,32.44,6.12,480520000,32.44,140460000,0.39,95.9,20.7,778100000,2.24,4450000,3.726,3.39,270040000,3.133
0.004,52.64,6.79,6.2,13.07,13.44,10.11,13.49,2.982,7130000000,6360000000,38.02,1.61,5.92,31.35,5.92,480520000,31.35,140460000,0.39,95.9,20.7,778100000,2.24,4450000,3.726,3.39,270040000,3.19
0.003,50.79,6.25,5.29,13,13.54,10.05,13.39,3.196,7340000000,6540000000,31.54,1.65,5.59,41.27,5.59,480520000,41.27,152090000,0.416,95.9,20.7,807960000,2.32,4860000,3.164,3.976,270040000,3.181
0.003,63.41,7.81,7.13,13.07,14.98,10.11,13.5,3.673,10910000000,9760000000,40.67,1.76,7.14,36.66,7.14,704520000,36.66,178790000,0.481,98.9,31.2,921730000,2.58,4770000,3.165,4.188,332130000,3.352
0.003,66.96,8.82,8.05,13.07,14.98,10.11,13.5,3.673,11520000000,10600000000,41.83,1.76,7.75,39.83,7.75,704520000,39.83,178790000,0.481,98.9,31.2,921730000,2.58,4770000,3.165,4.188,332130000,3.352
32.38,32.05,4.03,5.48,13.04,15.35,6.69,21.37,13.46,15550000000,15550000000,23.16,1.34,3.25,17.32,3.25,2520000000,17.32,624100000,1.63,59.9,25.3,4760000000,12.93,1140000000,2.88,9.56,15550000000,1.39
33.07,22.05,2.46,3.5,12.2,15.34,6.89,19.83,14.85,9930000000,9930000000,12.88,0.81,1.83,10.15,1.83,3330000000,10.15,661900000,1.65,7.4,26.4,4710000000,12.8,1260000000,1.84,10.37,9930000000,1.45
29.42,27.86,2.51,3.71,9.82,12.63,5.67,15.5,16.34,11300000000,11300000000,15.33,1.13,1.9,11.68,1.9,3330000000,11.68,585300000,1.5,30.7,23.5,4870000000,13.51,1190000000,2.86,11.22,1340000000,1.63
29.42,22.01,2.09,3.07,9.82,12.63,5.67,15.5,16.34,8320000000,8320000000,12.2,0.95,1.4,8.89,1.4,3330000000,8.89,585300000,1.5,35.8,21.4,4870000000,13.41,1190000000,2.86,11.16,1340000000,1.63
48.38,23.8,1.93,2.63,8.11,9.95,3.99,11.82,17.42,7400000000,7400000000,12.99,1.27,1.17,8.63,1.17,3710000000,8.63,512200000,1.39,32.2,4.1,6720000000,18.66,2240000000,2.22,12.84,1510000000,1.68
48.38,27.3,2.16,2.95,8.11,9.95,3.99,11.82,17.42,9150000000,9150000000,14.96,1.45,1.45,10.67,1.45,3710000000,10.67,512200000,1.39,32.2,4.1,6720000000,18.66,2240000000,2.22,12.84,1510000000,1.67
42.31,68.87,0.74,4.21,1.12,1.81,3.05,6.14,14.87,254310000,254310000,14.76,1.73,0.63,13.59,0.63,202930000,13.59,4090000,0.15,61.8,7.3,70530000,2.47,30000000,2.5,2.48,38540000,0.17
42.44,64.65,0.69,3.96,1.12,3.51,5.93,6.14,14.87,240600000,240600000,14.69,1.77,0.59,9.39,0.59,202930000,9.39,4330000,0.16,61.8,7.3,70530000,2.57,30090000,2.5,2.58,38540000,0.18
1.74,19.71,0.38,1.06,1.99,6.64,1.17,5.46,51.024,2460000000,6330000000,13.71,3.22,0.97,6.54,0.97,1440000000,6.54,124400000,0.974,23.5,16.3,370630000,2.89,4250000000,1.202,18.138,860840000,0.457
1.909,14.93,0.36,1.06,2.51,7.28,1.46,7.04,52.08,2440000000,6970000000,15.14,4.05,1.04,6.87,1.04,1440000000,6.87,162500000,1.268,23.5,16.3,186380000,1.44,4610000000,1.067,17.799,643030000,0.416
141.39,17.69,1.07,1.48,6.07,19.42,4.34,8.59,28.75,10420000000,10420000000,13.83,2.11,2.05,8.03,2.05,1570000000,8.03,307660000,1.74,13.2,9.2,161460000,0.92,5170000000,1.26,20.78,10420000000,0.51
