DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta
124.35,15.46,0.66,0.72,4.51,6.35,0.35,5.7,58.4,63630000000,63630000000,6.2,0.67,1.09,14.67,1.09,23170000000,14.67,2390000000,2.35,20.6,20.4,41750000000,39.48,66940000000,2.07,50.41,63630000000,1.96
127.39,13.71,0.53,0.62,4.24,12.22,0.71,5.7,62.24,75800000000,75800000000,5.71,0.58,1.22,9.21,1.22,23170000000,9.21,2390000000,2.35,20.6,56.9,26790000000,25.34,68580000000,1.57,50.42,75800000000,2.17
116.67,5.84,0.5,0.55,8.87,13.23,0.79,11,63.68,67240000000,67240000000,6.17,0.65,1.01,7.12,1.01,23170000000,7.12,5660000000,5.34,33.5,55.8,36760000000,34.76,71020000000,1.67,57.06,11840000000,2.18
97.46,31.87,0.57,0.6,1.92,8.55,0.45,2.14,64.27,59080000000,59080000000,6.29,0.77,0.86,9.12,0.86,30160000000,9.12,1150000000,1.12,87.2,6.1,43160000000,39.47,63300000000,1.62,59.04,17160000000,1.96
283.83,28.26,4.4,232.16,15.5,23.2,18.66,240.4,19.44,16920000000,16920000000,22.97,2.23,4.28,17.36,4.28,2420000000,17.36,611400000,3,5.1,5.2,1020000000,5.02,1640000000,1.56,0.37,881200000,0.69
0.797,23.68,1.95,5.9,8.06,13,9.3,27.15,17.021,4750000000,5350000000,20.01,2.26,2.21,13.93,2.21,898600000,13.93,208240000,1.462,17.2,2.2,16120000,0.12,638690000,1.218,5.845,246340000,0.011
0.824,24.71,2.06,6.34,8.2,13.16,9.57,27.34,17.457,5100000000,5730000000,21.42,2.52,2.31,14.4,2.31,898600000,14.4,214350000,1.508,17.2,2.2,25910000,0.19,664040000,1.252,5.893,284960000,0.05
0.824,25.76,2.14,6.59,8.2,13.16,9.57,27.34,17.457,5310000000,5950000000,22.32,2.68,2.4,14.94,2.4,898600000,14.94,214350000,1.508,17.2,2.2,25910000,0.19,664040000,1.252,5.893,284960000,0.106
0.717,24.63,2.02,5.73,8.11,13.17,9.33,26.22,17.835,5070000000,5670000000,19.56,2.28,2.25,14.02,2.25,1010000000,14.02,214510000,1.52,1.8,11.3,70300000,0.52,638200000,1.118,6.566,349500000,0.071
0.733,22.92,1.82,5.16,7.85,12.87,9.05,25.06,18.099,4660000000,5300000000,18.15,2.15,2.07,13.17,2.07,1010000000,13.17,212440000,1.51,1.8,11.3,24390000,0.18,662910000,0.912,6.69,349500000,0.041
0.708,15.66,1.92,4.12,13.09,21.36,10.66,28.46,21.869,23170000000,26280000000,12.98,1.02,2.2,8.89,2.2,11590000000,8.89,1540000000,2.827,12.8,11,634000000,1.21,3950000000,0.981,10.662,1580000000,1.05
0.858,14.14,1.38,2.97,10.21,17.31,8.13,22.15,22.789,17030000000,21310000000,15.92,1.57,1.74,8.35,1.74,11590000000,8.35,1230000000,2.28,12.8,11,577000000,1.1,4850000000,0.808,10.755,1670000000,0.917
46.66,17.54,1.51,2.84,8.68,14.48,7.04,15.7,21.59,19110000000,19110000000,13.21,1.22,1.64,9.44,1.64,11530000000,9.44,990000000,1.84,6.8,5.8,1420000000,2.59,2920000000,1.66,11.35,1580000000,0.74
46.66,18.35,1.56,2.94,8.68,14.48,7.04,15.7,21.59,19730000000,19730000000,13.88,1.3,1.69,9.74,1.69,11530000000,9.74,990000000,1.84,6.8,5.8,1420000000,2.59,2920000000,1.66,11.35,1580000000,0.74
44.17,17.56,1.71,3.1,9.86,15.34,7.2,19.19,21.92,21050000000,21050000000,13.92,1.32,1.77,9.66,1.77,11920000000,9.66,1180000000,2.13,1.2,3.2,2310000000,4.21,2920000000,1.67,12,1320000000,0.74
44.17,17.57,1.72,3.12,9.86,15.34,7.2,19.19,21.92,21050000000,21050000000,13.93,1.36,1.77,9.66,1.77,11920000000,9.66,1180000000,2.13,1.2,3.2,2310000000,4.21,2920000000,1.67,12,1320000000,0.74
0.349,26.04,3.52,8.19,14.22,21.48,15.81,35.67,23.638,66960000000,67350000000,20.38,1.89,3.57,13.39,3.57,8950000000,13.39,2620000000,3.288,21.7,11.6,1820000000,2.32,2820000000,1.562,10.358,3950000000,0.491
0.315,23.7,3.33,7.59,14.73,22.17,16.27,35.69,24.124,64430000000,64780000000,19.42,1.82,3.36,12.31,3.36,8950000000,12.31,2780000000,3.474,21.7,11.6,2310000000,2.96,2660000000,1.542,10.805,4120000000,0.521
0.306,22.42,3.17,7.15,15.05,22.55,16.64,35.54,24.576,63120000000,62670000000,19.49,1.79,3.19,11.57,3.19,8950000000,11.57,2890000000,3.616,21.7,11.6,2200000000,2.83,2660000000,1.573,11.17,4220000000,0.542
0.306,21.84,3.13,7.07,15.05,22.55,16.64,35.54,24.576,61480000000,61940000000,18.94,1.8,3.15,11.44,3.15,8950000000,11.44,2890000000,3.616,21.7,11.6,2200000000,2.83,2660000000,1.573,11.17,4220000000,0.545
0.272,22.4,3.3,7.46,15.25,22.88,16.46,34.35,25.125,65460000000,65520000000,17.93,1.81,3.27,14.31,3.27,8950000000,14.31,2990000000,3.75,21.7,11.6,2760000000,3.54,2820000000,1.436,11.17,4220000000,0.552
0.272,23.03,3.28,6.33,15.25,22.88,16.46,34.35,25.125,66780000000,66850000000,18.4,1.86,3.34,11.99,3.34,10050000000,11.99,2990000000,3.75,24.4,9.8,2760000000,3.57,2820000000,1.436,13.417,4280000000,0.536
31.56,12.77,1.84,3.03,14.96,21.38,12.57,27.17,40.05,53570000000,53570000000,11.07,0.9,1.88,7.36,1.88,12830000000,7.36,4280000000,5.89,3.5,14.1,4520000000,6.38,5600000000,2.18,24.42,53570000000,0.85
35.37,13.49,1.91,3.21,14.56,20.92,12.29,26.03,41.07,56870000000,56870000000,12.61,1.13,1.95,7.73,1.95,12830000000,7.73,4260000000,5.88,1.6,9.6,4860000000,6.94,6160000000,2.22,24.84,56870000000,1.05
35.37,13.49,1.91,3.21,14.56,20.92,12.29,26.03,41.07,56870000000,56870000000,12.61,1.13,1.95,7.73,1.95,12830000000,7.73,4260000000,5.88,1.6,9.6,4860000000,6.94,6160000000,2.22,24.84,56870000000,1.05
35.37,13.98,1.94,3.34,14.56,20.92,12.29,26.03,41.07,58910000000,58910000000,13.03,1.24,2.02,8.05,2.02,12830000000,8.05,4260000000,5.88,1.6,9.6,4860000000,6.94,6160000000,2.22,24.21,5180000000,1.14
33.07,15.1,2.08,4.01,14.46,20.86,12.5,27.34,41.79,63290000000,63290000000,13.01,1.4,2.14,8.54,2.14,13920000000,8.54,4280000000,5.96,2.8,5.7,3680000000,5.3,5240000000,2.25,22.19,5280000000,1.13
31.13,14.85,2.12,3.89,14.53,20.93,12.34,26.23,42.26,63880000000,63880000000,12.95,1.41,2.15,8.52,2.15,13920000000,8.52,4330000000,6.06,4.1,2.4,3730000000,5.38,5170000000,2.38,23.32,5380000000,1.1
37.38,15.53,2.2,3.98,14.62,21.28,12.01,25.45,42.34,67050000000,67050000000,13.72,1.55,2.26,8.86,2.26,13920000000,8.86,4330000000,6.12,0.6,1.9,4900000000,7.09,6310000000,2.47,23.73,5320000000,1.02
33.27,16.06,2.32,3.84,14.86,21.68,12.37,26.61,43.1,70710000000,70710000000,13.51,1.51,2.37,9.12,2.37,13920000000,9.12,4440000000,6.32,3.9,4.2,4530000000,6.59,6000000000,2.2,26.26,5300000000,1.06
33.66,16.74,2.44,4.14,14.86,21.68,12.37,26.61,43.1,74480000000,74480000000,14.22,1.6,2.49,9.58,2.49,14220000000,9.58,4440000000,6.32,3.9,4.2,4530000000,6.57,6070000000,2.2,25.58,5300000000,1.08
32.04,17.37,2.52,4.2,14.8,21.61,12.29,25.7,43.4,75980000000,75980000000,14.96,1.67,2.53,9.73,2.53,14220000000,9.73,4450000000,6.34,0.4,2,4380000000,6.34,5940000000,2.33,26.2,5470000000,1.07
0.086,405.34,4.21,5.74,1.08,3.65,0.69,1.76,5.958,2830000000,2470000000,30.53,1.7,3.64,90.88,3.64,356440000,90.88,7320000,0.058,875,23,142260000,1.18,40380000,0.886,4.141,5810000,3.192
0.896,10.37,1.12,3.48,11.15,17.92,10.08,37.68,42.163,97560000000,1.16E+11,9.22,1.1,1.35,7.5,1.35,28830000000,7.5,9400000000,4.585,17.1,1.8,5030000000,2.45,24880000000,1.052,13.538,8930000000,0.31
0.75,10.24,1.12,3.5,10.93,17.49,9.96,36.32,42.91,97620000000,1.12E+11,9.22,1.1,1.27,7.28,1.27,28830000000,7.28,9560000000,4.647,17.1,1.8,6670000000,3.25,21810000000,1.057,13.538,11030000000,0.289
0.821,13.26,1.43,4.35,10.93,17.49,9.96,36.32,42.91,1.27E+11,1.44E+11,11.99,1.46,1.63,9.3,1.63,28830000000,9.3,9560000000,4.647,17.1,1.8,6670000000,3.25,23880000000,1.057,14.17,10720000000,0.553
0.821,13.69,1.49,4.51,10.93,17.49,9.96,36.32,42.91,1.31E+11,1.49E+11,12.38,1.5,1.68,9.61,1.68,28830000000,9.61,9560000000,4.647,17.1,1.8,6670000000,3.25,23880000000,1.057,14.17,10720000000,0.553
0.748,14.07,1.49,4.33,10.56,16.94,9.63,33.77,43.453,1.33E+11,1.51E+11,11.54,1.39,1.68,9.91,1.68,28830000000,9.91,9420000000,4.57,17.1,1.8,5740000000,2.78,22980000000,1.099,14.913,10720000000,0.506
0.748,14.27,1.5,4.37,10.56,16.94,9.63,33.77,43.453,1.35E+11,1.52E+11,11.7,1.41,1.7,10.01,1.7,28830000000,10.01,9420000000,4.57,17.1,1.8,5740000000,2.78,22980000000,1.099,14.913,10720000000,0.506
293.23,16.28,3.39,12.11,20.74,38.86,11.15,74.44,7.96,67730000000,67730000000,12.26,2.13,4.09,10.12,4.09,9190000000,10.12,3420000000,1.64,57.4,7.8,2060000000,1,13690000000,1.75,2.24,67730000000,0.45
293.23,16.65,3.49,12.47,20.74,38.86,11.15,74.44,7.96,69390000000,69390000000,12.47,1.69,4.19,10.37,4.19,9190000000,10.37,3420000000,1.64,57.4,7.8,2060000000,0.98,13690000000,1.75,2.19,69390000000,0.43
307.25,16.23,3.39,12.6,21.16,39.63,10.94,72.12,7.92,66310000000,66310000000,12.33,1.69,4.04,9.82,4.04,9190000000,9.82,3460000000,1.67,3.7,3,3040000000,1.48,13690000000,1.49,2.15,66310000000,0.45
307.25,17.74,3.73,13.85,21.16,39.63,10.94,72.12,7.92,71550000000,71550000000,13.54,1.82,4.36,10.59,4.36,9190000000,10.59,3460000000,1.67,3.7,3,3040000000,1.48,13690000000,1.49,2.15,3610000000,0.34
368.48,18.82,3.75,16.93,20.4,37.87,10.58,75.89,8.05,73270000000,73270000000,13.03,1.75,4.41,11.19,4.41,8940000000,11.19,3380000000,1.64,9,5,3270000000,1.61,13690000000,1.4,1.81,3610000000,0.4
366.41,20.29,4.11,18.51,20.55,40.05,10.93,74.33,8.13,78220000000,78220000000,14.31,2.55,4.69,11.29,4.69,8940000000,11.29,3410000000,1.66,3.8,1.3,4160000000,2.04,13690000000,1.27,1.82,3390000000,0.41
317.76,15.33,3.89,15.71,25.68,42.23,12.75,98.75,8.46,79300000000,79300000000,13.94,2.41,4.6,10.53,4.6,8940000000,10.53,4410000000,2.16,175.9,14.4,1530000000,0.75,13690000000,1.34,2.11,3050000000,0.39
433.15,16.39,3.88,21.45,23.89,43.07,13.07,120.91,8.65,79090000000,79090000000,13.08,2.03,4.52,10.19,4.52,9560000000,10.19,4170000000,2.06,31.9,2.6,2900000000,1.45,13880000000,1.08,1.58,3900000000,0.45
433.15,17.13,4.01,22.14,23.89,43.07,13.07,120.91,8.65,81130000000,81130000000,13.73,1.94,4.64,10.45,4.64,9560000000,10.45,4170000000,2.06,31.9,2.6,2900000000,1.45,13880000000,1.08,1.58,3900000000,0.46
433.15,17.26,4.07,22.46,23.89,43.07,13.07,120.91,8.65,81130000000,81130000000,13.82,1.98,4.64,10.45,4.64,9560000000,10.45,4170000000,2.06,31.9,2.6,2900000000,1.45,13880000000,1.08,1.58,3900000000,0.46
0.009,32.6,2.5,2.71,7.85,9.62,7.16,8.84,11.69,5650000000,5450000000,19.77,1.44,2.42,12.25,2.42,776750000,12.25,175950000,0.916,107.2,21.9,338650000,1.79,17730000,2.728,10.927,292030000,1.695
13.58,17.61,1.34,1.89,7.78,10.7,6.53,11.3,20.27,4440000000,4440000000,15.09,1.37,1.24,7.2,1.24,1070000000,7.2,278550000,1.56,10,12.8,716780000,4.04,345870000,2.48,14.35,536780000,1.59
16.01,20.1,1.44,2.05,7.19,10.37,6.54,10.41,20.32,4760000000,4760000000,17.46,1.77,1.32,7.85,1.32,1070000000,7.85,258440000,1.45,31,1.9,712930000,4.01,403730000,3.25,14.19,377830000,1.57
19.1,24.68,3.41,3.84,13.88,21.56,8.54,16.58,23.19,41290000000,41290000000,19.27,2.02,3.32,12.54,3.32,6080000000,12.54,1720000000,3.18,300,32.8,3240000000,6.04,2140000000,1.66,20.62,3300000000,1.43
19.1,24.68,3.38,3.8,13.88,21.56,8.54,16.58,23.19,40900000000,40900000000,19.27,1.98,3.29,12.42,3.29,6080000000,12.42,1720000000,3.18,300,32.8,3240000000,6.04,2140000000,1.66,20.62,3300000000,1.43
19.1,24.68,3.38,3.8,13.88,21.56,8.54,16.58,23.19,40900000000,40900000000,19.27,1.98,3.29,12.42,3.29,6080000000,12.42,1720000000,3.18,300,32.8,3240000000,6.04,2140000000,1.66,20.62,3300000000,1.43
19.1,25.19,3.38,3.8,13.88,21.56,8.54,16.58,23.19,40900000000,40900000000,19.67,1.98,3.29,12.42,3.29,6080000000,12.42,1720000000,3.18,300,32.8,3240000000,6.04,2140000000,1.66,20.62,3300000000,1.43
16.39,22.01,3.7,4.12,17.18,25.71,11.06,20.03,27.58,52610000000,52610000000,19.51,1.7,3.57,11.95,3.57,7040000000,11.95,2520000000,4.69,22.5,15.2,4700000000,8.8,2210000000,2.45,24.78,3240000000,1.46
16.39,22.21,3.78,4.2,17.18,25.71,11.06,20.03,27.58,52610000000,52610000000,19.69,1.7,3.57,11.95,3.57,7040000000,11.95,2520000000,4.69,22.5,15.2,4700000000,8.8,2210000000,2.45,24.78,3240000000,1.46
0.436,15.09,4.36,6.29,29.3,40.26,15.14,40.84,9.99,98090000000,1.01E+11,13.09,3.13,4.48,10.55,4.48,18170000000,10.55,6590000000,2.922,1.8,8.5,4170000000,1.88,6800000000,1.205,7.011,9410000000,0.345
0.436,15.36,4.44,6.4,29.3,40.26,15.14,40.84,9.99,99850000000,1.02E+11,13.32,3.58,4.56,10.74,4.56,18170000000,10.74,6590000000,2.922,4.5,56.6,4170000000,1.88,6800000000,1.205,7.011,9150000000,0.36
0.423,16.32,4.76,6.6,29.56,40.71,15.44,41.22,10.035,1.07E+11,1.09E+11,14.44,4.16,4.84,11.29,4.84,18170000000,11.29,6660000000,2.964,4.5,56.6,5310000000,2.39,6880000000,1.281,7.321,8170000000,0.385
0.389,10.39,2.96,4.02,28.85,39.7,15.92,42.12,10.296,68450000000,68630000000,11.6,3.97,2.98,7.15,2.98,18170000000,7.15,6650000000,2.969,4.5,56.6,6180000000,2.78,6600000000,1.373,7.643,8680000000,0.323
0.38,10.92,3.02,4.04,27.92,38.92,15.38,38.46,10.397,70250000000,69660000000,13.15,3.2,3,7.62,3,18170000000,7.62,6480000000,2.901,4.5,56.6,6960000000,3.14,6590000000,1.285,7.809,9260000000,0.382
0.398,12.4,3.12,4.14,25.34,34.77,13.7,33.82,10.303,71340000000,71120000000,13.41,2.91,3.1,7.55,3.1,17980000000,7.55,5810000000,2.61,14.9,2,7090000000,3.21,6870000000,1.147,7.828,8800000000,0.374
31.51,28.19,2.47,2.15,8.84,25.87,7.22,7.52,15.54,1.21E+11,1.21E+11,10.07,2.29,2.52,6.37,2.52,27590000000,6.37,4220000000,1.37,394.7,8.1,15580000000,5.11,18150000000,2.06,18.07,12690000000,0.54
31.68,16.77,2.37,2.08,14.46,22.32,6.36,12.42,15.75,1.17E+11,1.17E+11,10.19,2.62,2.43,6.66,2.43,31180000000,6.66,6950000000,2.24,66.6,1.3,15570000000,5.12,18160000000,2.07,18.03,12820000000,0.44
31.68,20.12,2.73,2.4,14.46,22.32,6.36,12.42,15.75,1.40E+11,1.40E+11,12.09,2.85,2.9,7.96,2.9,31180000000,7.96,6950000000,2.24,66.6,1.3,15570000000,5.12,18160000000,2.07,18.03,12820000000,0.43
32.91,20.59,2.85,2.49,13.93,22.97,6.56,11.86,15.86,1.39E+11,1.39E+11,12.12,2.8,2.88,7.79,2.88,31180000000,7.79,6730000000,2.19,11.4,1.3,17450000000,5.73,18980000000,2.11,18.16,12880000000,0.38
32.91,20.95,2.93,2.56,13.93,22.97,6.56,11.86,15.86,1.43E+11,1.43E+11,12.34,3.15,2.96,8,2.96,31180000000,8,6730000000,2.19,11.4,1.3,17450000000,5.73,18980000000,2.11,18.16,12880000000,0.4
33.67,20.14,2.84,2.44,14.16,23.41,6.58,11.9,15.71,1.37E+11,1.37E+11,12.04,3.71,2.87,7.73,2.87,31180000000,7.73,6770000000,2.2,2.2,4.4,18120000000,5.96,19600000000,2.33,18.31,11450000000,0.39
0.54,12.27,0.32,1.87,2.43,5.18,5.46,16.91,139.883,14330000000,15990000000,11.1,1.41,0.36,4.55,0.36,8790000000,4.55,1080000000,3.376,156,30,2210000000,6.4,4070000000,1.75,21.799999,2910000000,0.534
0.54,12.05,0.32,1.88,2.43,5.18,5.46,16.91,139.883,14070000000,15930000000,10.54,1.34,0.36,4.53,0.36,8790000000,4.53,1080000000,3.376,156,30,2210000000,6.4,4070000000,1.75,21.799999,2910000000,0.534
0.531,13.01,0.3,1.83,2.2,4.72,5.01,14.98,141.995,14040000000,15660000000,11.44,1.47,0.34,4.62,0.34,8790000000,4.62,1030000000,3.11,156,30,2490000000,7.19,4080000000,1.731,22.194,2990000000,0.594
30.1,5.96,0.25,1.04,4.44,6.77,7.51,11.31,98.13,17540000000,17540000000,7.51,1.8,0.25,2.06,0.25,16890000000,2.06,2270000000,4.34,41.8,27.3,4860000000,6.9,5040000000,1.73,23.79,17540000000,1.26
28.06,7.39,1.4,1.2,20.02,28.87,6.52,8.34,20.73,24830000000,24830000000,6.96,0.84,1.69,3.81,1.69,8190000000,3.81,1710000000,4.13,22.2,8.4,639000000,0.91,4820000000,0.73,24.36,6520000000,1.32
27.17,7.7,1.22,1.03,15.97,28.54,6.32,7.91,20.92,22140000000,22140000000,6.64,0.82,1.49,3.16,1.49,8190000000,3.16,1670000000,3.32,58.1,3,655000000,0.93,4760000000,0.74,24.81,4900000000,1.38
29.52,10.95,1.28,1.07,11.86,33.01,9.78,10.23,21.06,23770000000,23770000000,8.38,101.1,1.6,3.2,1.6,8190000000,3.2,1760000000,2.48,60.5,1.4,583000000,0.83,5250000000,0.69,25.23,3860000000,1.4
37.72,14.59,1.52,1.31,10.06,37.11,10.94,8.93,22.27,29240000000,29240000000,10.2,6.17,1.86,3.28,1.86,10220000000,3.28,1580000000,2.23,41.3,12.5,686000000,0.97,6900000000,0.74,25.86,4020000000,1.51
37.72,15.4,1.57,1.34,10.06,37.11,10.94,8.93,22.27,29940000000,29940000000,10.9,2.25,1.9,3.36,1.9,10220000000,3.36,1580000000,2.23,41.3,12.5,686000000,0.97,6900000000,0.74,25.86,4020000000,1.5
4.481,33.03,8.55,4.22,25.91,29.7,11.13,14.09,3.15,2.91E+11,2.40E+11,0,2.23,7.01,20.54,7.01,26500000000,20.54,8880000000,0.816,27.6,13.5,52780000000,4.89,4.481,4.481,6.43,13050000000,1.644
4.481,31.68,7.9,3.9,25.91,29.7,11.13,14.09,3.15,2.79E+11,2.26E+11,20.2,2.07,6.6,19.34,6.6,26500000000,19.34,8880000000,0.816,27.6,13.5,52780000000,4.89,4.481,4.481,6.427,14860000000,1.618
4.083,38.16,7.85,3.95,20.78,22.38,8.89,11.22,3.274,2.80E+11,2.24E+11,19.37,1.73,6.28,23.92,6.28,26500000000,23.92,7400000000,0.68,27.6,13.5,56410000000,5.23,4.083,4.083,6.549,15660000000,1.621
4.083,42.44,8.59,4.32,20.78,22.38,8.89,11.22,3.274,3.12E+11,2.49E+11,21.54,1.88,7,26.65,7,26500000000,26.65,7400000000,0.68,27.6,13.5,56410000000,5.23,4.083,4.083,6.549,15660000000,1.621
4.083,38.51,8.75,4.41,22.18,22.38,9.56,12.03,3.395,3.13E+11,2.57E+11,21.64,1.91,6.97,27.44,6.97,26500000000,27.44,8170000000,0.753,27.6,13.5,56410000000,5.23,4.083,4.083,6.549,15660000000,1.621
2.951,28.7,7.53,3.75,25.98,32.73,11.7,14.79,3.53,2.86E+11,2.52E+11,18.67,1.68,6.55,18.74,6.55,30120000000,18.74,10000000000,0.92,18.3,14.4,34500000000,3.17,2.951,2.951,6.99,14250000000,1.527
2.951,28.43,7.55,3.75,25.98,32.73,11.7,14.79,3.53,2.83E+11,2.51E+11,18.49,1.67,6.52,18.67,6.52,30120000000,18.67,10000000000,0.92,18.3,14.4,34500000000,3.17,2.951,2.951,6.99,14250000000,1.492
2.951,27.45,7.12,5.8,25.98,32.73,11.7,14.79,3.53,2.74E+11,2.39E+11,17.85,1.72,6.22,17.8,6.22,30120000000,17.8,10000000000,0.92,18.3,14.4,34500000000,3.17,2.951,2.951,4.341,14250000000,1.492
2.951,26.3,6.84,5.57,25.98,32.73,11.7,14.79,3.53,2.62E+11,2.28E+11,17.11,1.72,5.92,16.96,5.92,30120000000,16.96,10000000000,0.92,18.3,14.4,34500000000,3.17,2.951,2.951,4.341,14250000000,1.472
2.887,25.31,7.19,5.91,28.89,42.55,13.27,19.07,3.584,2.82E+11,2.44E+11,18.36,1.92,6.27,13.994,6.27,30120000000,13.994,11240000000,1.03,94.9,4.9,37590000000,3.48,2.887,2.887,4.385,14290000000,1.341
2.888,22.78,6.99,5.73,30.8,36.6,11.15,19.93,3.671,2.77E+11,2.39E+11,15.71,1.67,6.01,15.5,6.01,30120000000,15.5,12250000000,1.12,37.5,9.4,37750000000,3.494,2.888,2.888,4.493,16610000000,1.263
22.72,11.96,3.76,5.27,31.32,41.55,19.73,46.73,7.53,2.11E+11,2.11E+11,10.32,1.05,3.21,7.06,3.21,50090000000,7.06,20600000000,2.32,51.4,25.3,43250000000,5.06,10660000000,2.3,5.48,2.11E+11,1.02
24.63,9.73,3.04,3.9,31.76,40.1,18.63,43.96,8.01,1.71E+11,1.71E+11,8.84,0.93,2.49,5.67,2.49,50090000000,5.67,21790000000,2.52,30.6,13.3,48720000000,5.78,13160000000,2.76,6.34,1.71E+11,0.97
24.63,9.48,2.98,3.82,31.76,40.1,18.63,43.96,8.01,1.66E+11,1.66E+11,8.62,0.91,2.42,5.51,2.42,50090000000,5.51,21790000000,2.52,30.6,13.3,48720000000,5.78,13160000000,2.76,6.34,1.66E+11,0.97
24.63,9.84,3.04,3.91,31.76,40.1,18.63,43.96,8.01,1.73E+11,1.73E+11,8.94,0.92,2.53,5.75,2.53,50090000000,5.75,21790000000,2.52,30.6,13.3,48720000000,5.78,13160000000,2.76,6.34,1.73E+11,0.97
24.63,10.25,3.17,4.07,31.76,40.1,18.63,43.96,8.01,1.82E+11,1.82E+11,9.31,0.95,2.65,6.04,2.65,50090000000,6.04,21790000000,2.52,30.6,13.3,48720000000,5.78,13160000000,2.76,6.34,1.82E+11,0.97
23.02,9.74,3.19,3.9,33.1,39.31,17.64,44.84,8.24,1.85E+11,1.85E+11,8.35,0.93,2.64,6.15,2.64,54370000000,6.15,23150000000,2.69,30,8.3,51370000000,6.13,13140000000,2.6,6.82,1.85E+11,0.98
23.02,9.32,3,3.68,33.1,39.31,17.64,44.84,8.24,1.72E+11,1.72E+11,8.01,0.88,2.46,5.72,2.46,54370000000,5.72,23150000000,2.69,30,8.3,51370000000,6.13,13140000000,2.6,6.82,1.72E+11,0.97
23.02,10.1,3.24,3.97,33.1,39.31,17.64,44.84,8.24,1.89E+11,1.89E+11,8.71,0.96,2.71,6.3,2.71,54370000000,6.3,23150000000,2.69,30,8.3,51370000000,6.13,13140000000,2.6,6.82,1.89E+11,1.02
22.05,9.74,3.1,3.72,33.01,38.78,17.33,44.16,8.43,1.78E+11,1.78E+11,8.73,0.86,2.5,5.9,2.5,54370000000,5.9,23480000000,2.75,6.1,7.3,55940000000,6.65,13100000000,2.95,7.06,1.78E+11,0.99
22.05,10.22,3.34,4,33.01,38.78,17.33,44.16,8.43,1.95E+11,1.95E+11,9.31,1.07,2.74,6.46,2.74,54370000000,6.46,23480000000,2.75,6.1,7.3,55940000000,6.65,13100000000,2.95,7.06,27290000000,0.98
22.05,10.26,3.34,4,33.01,38.78,17.33,44.16,8.43,1.95E+11,1.95E+11,9.35,1.07,2.74,6.46,2.74,54370000000,6.46,23480000000,2.75,6.1,7.3,55940000000,6.65,13100000000,2.95,7.06,27290000000,0.98
19.97,11,3.53,3.97,32.57,38.04,16.75,41.68,8.57,2.17E+11,2.17E+11,10.15,1.34,3.01,7.23,3.01,54370000000,7.23,23470000000,2.76,0.2,4.7,50690000000,6.04,12800000000,2.86,7.65,28970000000,0.97
19.97,11.61,3.73,4.19,32.57,38.04,16.75,41.68,8.57,2.31E+11,2.31E+11,10.68,1.5,3.21,7.7,3.21,54370000000,7.7,23470000000,2.76,0.2,4.7,50690000000,6.04,12800000000,2.86,7.65,28970000000,1.05
19.97,11.91,3.82,4.28,32.57,38.04,16.75,41.68,8.57,2.37E+11,2.37E+11,10.91,1.53,3.29,7.9,3.29,54370000000,7.9,23470000000,2.76,0.2,4.7,50690000000,6.04,12800000000,2.86,7.65,28970000000,1.05
19.15,10.72,3.42,3.64,31.97,38.44,16.12,38.23,8.69,2.01E+11,2.01E+11,9.63,1.38,2.75,6.54,2.75,54370000000,6.54,23340000000,2.73,2.4,6,58160000000,6.92,13150000000,2.94,8.17,29890000000,1
19.15,10.72,3.42,3.64,31.97,38.44,16.12,38.23,8.69,2.01E+11,2.01E+11,9.63,1.38,2.75,6.54,2.75,54370000000,6.54,23340000000,2.73,2.4,6,58160000000,6.92,13150000000,2.94,8.17,29890000000,1
19.15,10.72,3.37,3.58,31.97,38.44,16.12,38.23,8.69,2.01E+11,2.01E+11,9.63,1.38,2.75,6.54,2.75,54370000000,6.54,23340000000,2.73,2.4,6,58160000000,6.92,13150000000,2.94,8.17,29890000000,1
17.98,15.25,3.26,3.42,21.71,36.02,14.21,24.5,8.62,1.84E+11,1.84E+11,8.71,1.09,2.54,6.38,2.54,56190000000,6.38,15710000000,1.85,22.2,7.9,66070000000,7.85,12370000000,2.68,8.17,31620000000,1.17
17.98,14.68,3.16,3.32,21.71,36.02,14.21,24.5,8.62,1.75E+11,1.75E+11,8.51,1.15,2.42,6.07,2.42,56190000000,6.07,15710000000,1.85,22.2,7.9,66070000000,7.85,12370000000,2.68,8.17,31620000000,1.17
19.59,15.4,3.23,3.25,21.2,35.43,13.41,22.62,8.69,1.81E+11,1.81E+11,8.93,1.18,2.48,6.27,2.48,56190000000,6.27,15460000000,1.82,3.7,2.7,68100000000,8.13,14220000000,2.81,8.67,30540000000,1.14
19.25,17.46,3.72,3.68,21.58,35.62,13.42,22.58,9.06,2.21E+11,2.21E+11,11.02,1.4,2.91,7.25,2.91,56190000000,7.25,16410000000,1.94,18.5,17.7,73790000000,8.84,14760000000,2.93,9.19,30610000000,1.18
